STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,crops,Crops,agprdmet,Agricultural production methods,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,HU,Hungary,2020,,6.03,,,,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,HU,Hungary,2021,,5.81,,,,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,HU,Hungary,2022,,6.31,,b,break in time series,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,HU,Hungary,2023,,6.30,,,,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,HU,Hungary,2024,,6.07,,,,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,IE,Ireland,2000,,0.6,,,,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,IE,Ireland,2001,,0.7,,,,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,IE,Ireland,2002,,0.7,,,,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,IE,Ireland,2003,,0.7,,,,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,IE,Ireland,2004,,0.7,,,,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,IE,Ireland,2005,,0.8,,,,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,IE,Ireland,2006,,0.9,,,,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,IE,Ireland,2007,,1,,,,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,IE,Ireland,2008,,1,,,,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,IE,Ireland,2009,,1.1,,,,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,IE,Ireland,2010,,1.1,,e,estimated,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,IE,Ireland,2011,,1.1,,e,estimated,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,IE,Ireland,2012,,1.16,,,,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,IE,Ireland,2013,,1.20,,,,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,IE,Ireland,2014,,1.16,,,,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,IE,Ireland,2015,,1.65,,,,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,IE,Ireland,2016,,1.72,,,,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,IE,Ireland,2017,,1.66,,,,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,IE,Ireland,2018,,1.65,,,,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,IE,Ireland,2019,,1.63,,,,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,IE,Ireland,2020,,1.66,,,,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,IE,Ireland,2021,,2.00,,,,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,IE,Ireland,2022,,2.20,,,,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,IE,Ireland,2023,,4.26,,,,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,IE,Ireland,2024,,4.97,,,,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,IS,Iceland,2013,,0.49,,,,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,IS,Iceland,2017,,0.44,,,,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,IS,Iceland,2019,,0.37,,,,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,IS,Iceland,2020,,0.32,,,,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,IS,Iceland,2021,,0.42,,,,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,IT,Italy,2000,,6.7,,,,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,IT,Italy,2001,,8,,,,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,IT,Italy,2002,,7.6,,,,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,IT,Italy,2003,,7,,,,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,IT,Italy,2004,,6.4,,,,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,IT,Italy,2005,,7.3,,,,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,IT,Italy,2006,,7.9,,e,estimated,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,IT,Italy,2007,,7.9,,,,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,IT,Italy,2008,,7.5,,,,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,IT,Italy,2009,,8.1,,e,estimated,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,IT,Italy,2010,,8.6,,,,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,IT,Italy,2011,,8.4,,,,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,IT,Italy,2012,,9.30,,,,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,IT,Italy,2013,,10.60,,,,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,IT,Italy,2014,,10.91,,,,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,IT,Italy,2015,,11.79,,,,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,IT,Italy,2016,,13.99,,,,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,IT,Italy,2017,,14.67,,,,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,IT,Italy,2018,,15.17,,,,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,IT,Italy,2019,,15.16,,,,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,IT,Italy,2020,,15.96,,,,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,IT,Italy,2021,,16.83,,,,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,IT,Italy,2022,,18.14,,,,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,IT,Italy,2023,,18.78,,,,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,IT,Italy,2024,,19.49,,,,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,LT,Lithuania,2004,,1.4,,,,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,LT,Lithuania,2005,,2.3,,,,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,LT,Lithuania,2006,,3.5,,,,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,LT,Lithuania,2007,,4.5,,,,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,LT,Lithuania,2008,,4.6,,,,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,LT,Lithuania,2009,,4.8,,,,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,LT,Lithuania,2010,,5.2,,,,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,LT,Lithuania,2011,,5.4,,,,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,LT,Lithuania,2012,,5.51,,,,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,LT,Lithuania,2013,,5.74,,,,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,LT,Lithuania,2014,,5.57,,,,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,LT,Lithuania,2015,,7.11,,,,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,LT,Lithuania,2016,,7.50,,,,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,LT,Lithuania,2017,,7.98,,,,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,LT,Lithuania,2018,,8.13,,,,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,LT,Lithuania,2019,,8.14,,,,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,LT,Lithuania,2020,,8.00,,,,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,LT,Lithuania,2021,,8.91,,,,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,LT,Lithuania,2022,,9.32,,,,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,LT,Lithuania,2023,,8.92,,,,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,LT,Lithuania,2024,,8.77,,,,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,LU,Luxembourg,2000,,0.8,,,,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,LU,Luxembourg,2001,,1.6,,,,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,LU,Luxembourg,2002,,2.2,,,,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,LU,Luxembourg,2003,,2.3,,,,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,LU,Luxembourg,2004,,2.5,,,,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,LU,Luxembourg,2005,,2.4,,e,estimated,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,LU,Luxembourg,2006,,2.4,,e,estimated,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,LU,Luxembourg,2007,,2.6,,,,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,LU,Luxembourg,2008,,2.7,,,,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,LU,Luxembourg,2009,,2.7,,e,estimated,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,LU,Luxembourg,2010,,2.8,,e,estimated,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,LU,Luxembourg,2011,,2.8,,e,estimated,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,LU,Luxembourg,2012,,3.14,,,,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,LU,Luxembourg,2013,,3.39,,,,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,LU,Luxembourg,2014,,3.43,,,,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,LU,Luxembourg,2015,,3.21,,,,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,LU,Luxembourg,2016,,3.47,,,,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,LU,Luxembourg,2017,,4.15,,,,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,LU,Luxembourg,2018,,4.39,,,,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,LU,Luxembourg,2019,,4.42,,,,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,LU,Luxembourg,2020,,4.63,,,,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,LU,Luxembourg,2021,,5.19,,,,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,LU,Luxembourg,2022,,6.23,,,,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,LU,Luxembourg,2023,,6.57,,,,,
